name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Oxygen Not Included,88.31622539007091,17.54535695100075,16.363184720951853,8.538018354567638,2.034984381827092,Puzzle,127815.95768738154,growing,1
Warframe,62.29221260880959,12.393847169550243,12.156980832468006,0.3863664737977414,0.0,Indie,115675.21193188906,growing,0
Final Fantasy VII Remake,62.93975120621888,54.852593130611396,11.175910338400017,77.80983976232567,6.400489820441418,Action,18589.102574966375,growing,1
Path of Exile,89.64528181843694,73.6929081972773,44.43877689029424,39.655051558601635,3.424900387018032,Survival,42512.53251257885,growing,1
Payday 3,84.59424356865948,64.88659311016866,46.26469470116657,29.288959697247567,14.831087874233539,Survival,151454.84736255463,falling,1
Left 4 Dead 2,51.19204558256115,62.423507439515674,53.69718900925739,11.145892048957856,20.96032562496389,Survival,174453.65279131735,falling,1
Cuphead,89.05484601429441,58.518289809093474,51.806994940161914,10.185497274746064,11.075535071992899,Sports,48477.873095870185,stable,1
Halo Infinite,70.14078044972862,65.5456534571828,63.28715762393578,0.0,0.13246092796716782,Metroidvania,190169.10452532247,growing,0
Cities: Skylines 2,63.73830854989669,36.28812636699793,12.250046002064265,70.45892208144359,15.681438816192255,Survival,183082.7908149649,growing,1
Fallout 4,71.81180059649684,16.04273199063237,10.080830429566848,41.28612215676349,21.6338408385328,Indie,127531.9060038601,growing,1
Hotline Miami,71.8594386915315,41.893071343477544,40.57919578595529,0.0,0.0,Indie,23284.583787036372,stable,0
The Elder Scrolls V: Skyrim,65.22025682008251,48.44499936071876,35.13244987711927,21.247582745115945,3.326672061642858,Roguelike,191990.0541318599,growing,1
Payday 2,39.6131317151659,35.15894885540035,30.406518594379612,21.190986062421096,2.6863022587507945,Fighting,137671.793455127,growing,1
Team Fortress 2,45.01427769146447,8.83940800370953,8.965444935145635,0.0,0.17805184857701314,Shooter,158504.34897137483,falling,0
Doom Eternal,95.68285435367507,40.9630494051918,41.261641154662875,2.1729944332120965,0.0,Racing,183146.5656143105,falling,0
Resident Evil Village,75.6383124735364,28.976465879136132,27.550616531644074,0.0,0.0,Fighting,102017.31429862542,growing,0
Black Desert Online,58.206740313261164,73.78941330760333,21.460281586231368,70.21499739539404,2.927659101938307,Survival,33231.00803704109,growing,1
Frostpunk 2,46.638784582848345,76.07177258028781,74.1806852162036,0.0,0.0,Co-op,189152.45095699638,growing,0
Halo Infinite,76.66720773652543,73.89997525056692,36.13538349365061,48.31001869816975,6.6481831792297434,Racing,28890.85110100355,stable,1
Doom Eternal,87.57964234148837,47.58420216255322,29.62602921087238,39.77056038357827,22.926464323135125,Racing,63391.26403177193,falling,1
Deep Rock Galactic,62.95692588686533,9.704821522708919,7.16424311839124,0.0,1.1053985123540344,Horror,167092.50628569358,falling,0
Monster Hunter World,53.20751623284236,10.906801139259851,5.812581926734467,58.93499252549059,9.878169645257401,Adventure,86042.7169593807,falling,1
Palworld,59.344581732736096,5.060777944129062,0.0,59.0705412117329,24.860723414234563,Adventure,93551.17550329411,growing,1
Lethal Company,53.118137133395614,66.8720527694775,52.73353277553089,21.410829568182777,4.84565336358319,Roguelike,150849.86642522074,falling,1
Factorio,79.20117079762423,36.20879559135031,34.744494723360724,1.1172812958079612,0.0,Survival,98083.4353394697,stable,0
Path of Exile 2,91.62923013205632,30.02138532520406,15.151874711092585,51.84532737638139,3.5516333555803543,Survival,12471.815643573178,stable,1
Dark Souls Remastered,96.68034828991985,13.448780996206313,11.493970257871146,20.745574969396834,7.8679776582808225,Survival,7220.382002843637,falling,1
Factorio,63.110488971865436,42.07686254163997,42.82917048945895,0.9623304875345093,0.0,Puzzle,79413.7567109323,stable,0
Chivalry 2,78.21958003925124,28.31429587193299,29.282829001388475,0.5092912045231967,0.06464042878794328,Roguelike,116876.18058298453,stable,0
Street Fighter 6,90.51143808433063,45.69315277119346,21.425573660972827,49.416520706569194,13.488681467668624,Action,158191.81974331415,falling,1
Hotline Miami 2,84.04635481772496,0.2920159529105435,0.6045276010300296,39.40661526258228,7.17109985905955,Indie,153802.1970820259,stable,1
Mount & Blade II: Bannerlord,71.73199736397552,61.15025194953613,60.37049547070993,0.6261587188934251,0.0,Racing,180117.30749448354,falling,0
Slime Rancher 2,80.57715823445288,66.31698418222852,66.09180081550547,1.1353076634690191,0.0,Co-op,20361.29664214246,falling,0
Little Nightmares II,43.96952999204458,57.63653965284523,55.86103801117233,0.346057690523917,0.0,Metroidvania,183434.42469727815,falling,0
Dragon Ball FighterZ,45.102963747805276,57.12592905054968,57.040876905755795,0.13404518219676653,0.6331289373530917,Action,169834.93384358461,falling,0
Black Desert Online,73.55252527103146,38.27914417296399,18.143636269000854,49.32532936216557,26.640083714408977,Puzzle,62298.374525897314,growing,1
Sea of Thieves,52.44271965016829,49.1542595616875,9.97292823210255,78.16393219714357,16.775330778166754,Shooter,113894.23406807549,falling,1
Forza Horizon 5,51.20747157848986,47.75837206834305,14.241629885621322,70.43930976924717,11.11314056455145,Adventure,181599.94299979374,growing,1
Lost Ark,49.2266551195396,51.328469212838684,50.62023339119219,0.0,0.0,Horror,177170.36988798642,falling,0
Devil May Cry 5,49.43522399233733,78.48400311816064,40.715223798250875,51.90786613956079,2.903439857767943,Indie,152300.12595358992,growing,1
Left 4 Dead 2,91.00291779683936,73.30761252068484,36.74765253088279,50.44596681873544,0.6873236787836456,Puzzle,173594.37233391532,falling,1
Assassin’s Creed Valhalla,76.32641162708623,20.61165406221896,8.63166842909875,59.705226636378185,19.810766926087936,Fighting,94012.22172342768,falling,1
Dead Cells,67.0706549687135,61.896510145616126,62.43956491472778,0.3436808459002876,0.0,Racing,96975.83698642021,falling,0
Slime Rancher,69.64608674830895,9.893393181883148,3.8712016439878303,69.23402591478528,24.387012881379658,Strategy,195136.79174342353,falling,1
Apex Legends,43.3003961894746,49.74378602666312,52.74301577257841,3.3473176623757523,0.7597381613117938,Fighting,86859.23562705993,falling,0
Euro Truck Simulator 2,86.484465861687,38.62207536511591,34.20115717962337,8.916181598172013,19.01952017726419,Puzzle,75627.73372763068,growing,1
Valheim,72.53223671191262,38.491510063243986,39.172797271984855,2.999563810892705,0.31750760054214205,Fighting,134095.9228209746,growing,0
Terraria,75.74100341312696,25.357131303173674,22.10377339079302,9.72665539332486,22.128921576468226,Simulation,0.0,falling,1
PUBG,75.81528453606836,38.67793281348425,15.61142052600357,61.492946204943365,16.847839040246672,Simulation,167390.08879119286,growing,1
Hades,88.08818371542908,71.49470523481698,27.917729245140656,59.171504067416166,27.669150567385802,Indie,41521.93561123886,stable,1
Hades,55.454197739926514,69.01837071889794,69.70422984566737,0.12960761955528308,0.6544436639099371,Shooter,176606.6046355081,growing,0
Euro Truck Simulator 2,83.33703851411138,47.23544061526599,19.156356453662898,58.69354798996652,14.96066551569541,RPG,52336.24514485948,stable,1
Monster Hunter World,92.98253242439867,77.1805273703924,77.60283214118978,0.9920437382772839,0.0,Action,46751.81952673707,growing,0
Forza Horizon 5,45.403628885760185,0.39164009527810206,0.0,0.0,0.20391121590987588,Simulation,101745.37419123891,stable,0
Devil May Cry 5,82.49574569243222,75.33688549016729,37.15365183534142,48.594003907320705,18.80647366649058,Simulation,13263.155041429909,stable,1
Black Desert Online,65.93634396984291,76.56403374395033,74.65490710014477,0.0,1.1579702148021909,Strategy,179975.98169211927,falling,0
Red Dead Redemption 2,72.63357009043736,4.8197491684765215,3.397411602328175,11.735966480696282,13.812200244958618,Shooter,150535.04962812777,growing,1
Final Fantasy VII Remake,45.72688515935921,56.3968775131768,55.870878149444955,0.0,0.12660056200262015,Simulation,0.0,growing,0
Lost Ark,59.17751024891391,77.05254933970377,78.04512643177439,2.3864093505128974,0.0,Metroidvania,188447.49379616682,falling,0
ARK: Survival Evolved,90.61079385491239,19.606593829948256,20.708898577794777,0.3260380999256334,0.21496887529667777,Sports,32951.37857942337,falling,0
Oxygen Not Included,80.33876234179141,65.42928054574865,65.97887217518047,0.0,0.36555721101813693,Co-op,18681.83101325262,falling,0
Factorio,48.820582549912054,79.71290566057907,38.69079085082045,49.947529705287636,2.8819547720263916,Indie,150007.53381253398,growing,1
Assassin’s Creed Valhalla,57.09147487041111,9.285421437243354,6.008738946546738,28.95751011212573,7.2845554472610266,Fighting,86163.56125822652,growing,1
It Takes Two,64.80513070042092,24.89226492961979,24.593261278914486,0.0,0.5966401620497214,Horror,148509.6927002139,falling,0
Cyber Hook,55.2289457172057,29.373995477371274,30.148827540647424,0.0,0.0,Action,145339.45348484666,stable,0
Resident Evil Village,74.53564094386059,24.59551601373831,27.95469128851372,0.0,0.0,Horror,101904.03865713606,stable,0
FIFA 24,90.43546731534153,48.1909233786272,29.181332872102566,39.781927323464956,0.9707348741442967,Sports,71100.92112545772,stable,1
Hotline Miami,80.87481576729085,30.87849739813045,7.165964810162097,70.37315376826649,14.206110009229237,RPG,123847.63407336995,falling,1
Cyberpunk 2077,45.10593718249726,31.200563583472576,30.765263958290276,2.384563199019507,0.0,Shooter,131048.07662664623,stable,0
Sons of the Forest,55.47098043857586,25.254734410482822,26.245911811940243,0.0,0.0,Racing,73327.79355052834,stable,0
Starfield,51.89748340594186,43.414497389314526,9.762154906755061,81.71107184831877,15.708094180767812,Shooter,139387.5181413976,growing,1
Black Desert Online,89.91922676345806,36.68037246723404,36.98483619877779,0.0,0.5186661723333599,Indie,138847.17165070865,growing,0
Little Nightmares II,71.42617417775281,16.356090525305415,14.887652139904489,10.779606868935101,18.09224485764608,Adventure,4555.17487666707,stable,1
Alan Wake 2,97.01939888064115,5.063727936331512,6.039614079111529,1.1473105813304905,0.4804261259750493,Fighting,204853.5207441457,growing,0
Outlast,63.40691154864359,62.10825434452626,14.332772403444965,82.10732999350306,17.4381234878737,RPG,127040.21928319131,falling,1
Cities: Skylines 2,88.0416731987307,29.028033869550487,18.23317021083102,29.186392639269744,2.1616179481219957,Survival,81908.95415934613,falling,1
Oxygen Not Included,56.909569842325716,27.625840446588622,27.23170467117019,0.901510479005964,0.5405169080491131,Indie,198541.26326938628,falling,0
For Honor,78.95128817812207,44.66441997332552,19.780434593687826,59.32584441762364,16.429654167024747,Survival,156903.3992189925,stable,1
Oxygen Not Included,57.66722598941565,70.11757509024521,40.21103471378418,38.27148995437491,29.92236395203643,Adventure,193324.64871268766,falling,1
Black Desert Online,62.34611561118145,54.14637641528271,9.669670850659267,79.35650262093861,7.041065227258697,Action,18975.181335037472,growing,1
Rust,50.10225987561137,32.1329091768183,32.65987541842359,0.0,0.0,Co-op,150407.76917078084,stable,0
Path of Exile,91.01055760866677,24.7208511111005,17.600223759049037,20.720728381609547,16.036948709149215,Puzzle,138510.74977612763,growing,1
Far Cry 5,68.93312807779002,39.007978452210736,8.137647248990694,80.04017709102493,24.71702690437823,RPG,115178.40977239342,falling,1
Devil May Cry 5,51.78166058360854,54.901191883275004,54.950621251233315,0.6284006159917245,0.32342551194070907,Metroidvania,47984.718427461456,growing,0
Path of Exile,56.07176598981982,9.663312346837772,9.52903975029167,0.0,0.11895719294092812,Horror,49479.456585351574,stable,0
For Honor,58.954884068427326,44.00965086031066,17.09338938392193,59.94148348493442,10.614160243574563,Racing,103925.76410485164,falling,1
Assassin’s Creed Valhalla,42.907155623990356,73.84120141123542,73.9258174231514,0.0,0.0,Shooter,61688.285265197665,growing,0
Cyberpunk 2077,93.33572607343739,73.44797783390173,74.53323315129458,0.5430122179739968,0.0,Puzzle,161513.3682758419,growing,0
Ori and the Will of the Wisps,77.63882631321748,63.519770681989094,12.752254101548411,79.79690244661248,10.840404023157555,Adventure,73470.16237610926,stable,1
The Forest,55.505218577285355,47.114578926339284,47.24613559529904,0.0,0.6406890586375255,Action,144915.92698666063,growing,0
Path of Exile 2,79.95050685506729,53.607913830371,43.735574286935105,20.981625796847673,0.9819804564107955,Metroidvania,43223.68415057036,stable,1
Grand Theft Auto V,91.90845305652275,55.514440450477636,56.171304950824215,1.5819109210612259,0.06982906256416811,Adventure,103097.76331017428,falling,0
Dragon Ball FighterZ,69.95043445313487,67.16602257161311,65.2619582982797,2.2108341989762237,0.28521449364467705,Metroidvania,152061.16412083918,stable,0
Left 4 Dead 2,74.82082735066513,63.73390131719372,32.314198484189234,50.75306886127846,13.208072009251538,Simulation,26382.735453338504,stable,1
Elden Ring,67.27397198400911,65.3934233452395,45.976256829860354,30.76470078039416,22.722330621137758,Adventure,150256.01952392107,growing,1
Dota 2,74.23353775617285,36.75047508429765,24.61337948747636,40.874318545307666,23.662281596834124,Roguelike,183305.5149686481,falling,1
Lost Ark,51.76722076754102,10.436753068087203,11.320302661813047,0.0,0.0,Racing,9980.247413057466,growing,0
Hotline Miami,57.61779216135815,22.195906981065523,20.594195068458408,0.0,0.23300247849237174,Action,14050.118018984129,falling,0
Limbo,40.82700765867692,41.96692176548141,20.895975693280405,48.11274355550923,6.304982367358469,Puzzle,141818.3150687979,stable,1
Apex Legends,48.01839629417227,41.99198893475177,41.874080041474684,0.27273864146557686,0.8023443567197565,Action,133697.9590976472,stable,0
Satisfactory,70.70531442586406,14.961558782680656,11.105167927406573,38.95499259941316,22.21350417957447,Indie,125340.91813601289,growing,1
Banished,92.07466605514449,28.468832985532778,7.789419018749015,67.84596251360193,25.063993155131083,Indie,146190.34386809685,stable,1
Chivalry 2,89.32738216185979,25.45575248946521,27.69036590488461,0.624132456960959,0.6160867715852743,Roguelike,88846.37539032054,stable,0
Red Dead Redemption 2,51.80334346621286,28.76232296336168,30.57415627763232,1.5308320892513998,0.0,Shooter,87181.59906380379,stable,0
Frostpunk 2,78.54250971496995,60.45522914068091,30.0294284328992,50.88426189750382,13.990796146291789,Horror,147510.59147131344,falling,1
Cuphead,82.92187006865153,62.533501334375075,24.13876756552705,60.622776767319856,10.516529234005384,RPG,68592.63341050835,stable,1
Starfield,63.199855136815636,12.10717849905786,10.966729394387874,0.013886176673745802,0.0,Puzzle,63881.234525882566,falling,0
Devil May Cry 5,68.36603823756411,1.835700770711508,1.7834159376713976,0.6620569517396134,0.26255598313977063,Sports,75334.21090038693,growing,0
Metal Gear Solid V,91.89141311830595,51.990296174081394,55.285518228678804,0.9116822979303414,0.0,Survival,12421.034248783037,falling,0
PUBG,85.52963245755517,27.499215197561742,24.522828815243034,12.380992857186328,25.046129373873278,Survival,80376.63902996999,falling,1
Don't Starve Together,40.210902467832824,59.086989111416145,60.79388910689696,0.2878911988576385,0.0,Fighting,182313.94238781196,growing,0
Deep Rock Galactic,72.98949720545454,42.03338404996943,42.10282028965675,0.0,0.15007745024125763,Roguelike,189974.84971495208,falling,0
Grand Theft Auto V,49.95426279724876,12.524164711439152,15.068778328958528,0.36545515270322093,0.22253152907976018,Fighting,132751.40300009472,falling,0
The Outlast Trials,57.86252544349781,42.64285416540286,41.063450925024334,0.550983463429789,0.0,Strategy,14614.774551161547,falling,0
Hades,94.0742318389236,14.914490685444823,15.211482307250948,0.0,0.0,RPG,139716.63410321085,growing,0
The Binding of Isaac,61.856866732351854,53.27442626812124,50.469942108306356,0.0,0.0,Co-op,89199.52372970257,stable,0
Fallout 4,63.08808051844472,60.74541890472729,62.449021201750384,0.4653960075015734,0.0,Strategy,88988.66267715131,growing,0
